short_id	faixa	marca	classe	categoria	nome	numero	evidencias	praise	texto	pdf_id
030b	sem_louvor	✓	criar_praise	Cifra	Por entre os caminhos				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHOXlJR1Z1ZEhKbElHOXpJR05oYldsdWFHOXpMME5wWm5KaExuQmtaZz09LnBkZg==
030c	sem_louvor	·	criar_praise	Cifra	Por mim (ele deu a sua vida)				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHOXlJRzFwYlNBb1pXeGxJR1JsZFNCaElITjFZU0IyYVdSaEtTOURhV1p5WVM1d1pHWT0ucGRm
030d	sem_louvor	·	criar_praise	Cifra	Por minha vida				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHOXlJRzFwYm1oaElIWnBaR0V2UTJsbWNtRXVjR1JtLnBkZg==
030e	media	·	manter_coldigom	Cifra	Por nossa Pátria oramos		nome+kind-unico	1a503574	Manter do coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHOXlJRzV2YzNOaElGRERvWFJ5YVdFZ2IzSmhiVzl6TDBOcFpuSmhMbkJrWmc9PS5wZGY=
030f	ambiguo	✗	criar_praise	Cifra	Por onde quer que tu fores		nome~	9071f63a	Criar praise e adicionar como Cifra e colocar junto com 030a	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHOXlJRzl1WkdVZ2NYVmxjaUJ4ZFdVZ2RIVWdabTl5WlhNdlEybG1jbUV1Y0dSbS5wZGY=
0310	sem_louvor	✓	criar_praise	Partitura	Porque Deus Ama				Criar praise e adicionar como Choir	MTIwNDIwMjYvUG9ycXVlIERldXMgQW1hL0Nvcm8ucGRm
0311	sem_louvor	·	criar_praise	Cifra	Povo escolhido				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHOTJieUJsYzJOdmJHaHBaRzh2UTJsbWNtRXVjR1JtLnBkZg==
0312	sem_louvor	·	criar_praise	Cifra	Pra Deus você é especial				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVISmhJRVJsZFhNZ2RtOWp3Nm9ndzZrZ1pYTndaV05wWVd3dlEybG1jbUV1Y0dSbS5wZGY=
0313	sem_louvor	·	criar_praise	Cifra	Pra teu louvor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVISmhJSFJsZFNCc2IzVjJiM0l2UTJsbWNtRXVjR1JtLnBkZg==
0314	sem_louvor	✓	nao_levar	Partitura	Preciosa graça de Jesus				Não precisa levar	MzAxMDIwMjUvUHJlY2lvc2EgZ3JhY8ynYSBkZSBKZXN1cyAoVCZGIFYpIC0gVm9jYWwgLTE2IDEwIDIwMjUtLnBkZg==
0315	media	✓	adicionar_material	Cifra	Preciosa graça de Jesus		nome~	4271e4be	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVISmxZMmx2YzJFZ1ozSmh3NmRoSUdSbElFcGxjM1Z6TDBOcFpuSmhMbkJrWmc9PS5wZGY=
0316	media	✓	adicionar_material	Partitura	Preciosa graça de Jesus		nome~+kind-unico	4271e4be	adicionar como Choir	MjYxMTIwMjUvUHJlY2lvc2EgZ3Jhw6dhIGRlIEplc3VzLnBkZg==
0318	media	·	nao_levar	Cifra	Prepara-te, ó Israel		nome+kind-unico	e3b7e2b8	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVISmxjR0Z5WVMxMFpTd2d3N01nU1hOeVlXVnNMME5wWm5KaExuQmtaZz09LnBkZg==
0319	ambiguo	✓	adicionar_material	Partitura	Prepara-te, ó Israel		nome	e3b7e2b8	adicionar como Choir	QXZ1bHNvcy83NzQucGRm
031d	media	·	nao_levar	Cifra	Primeiro quero ver		nome~+kind-unico	55224844	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVISnBiV1ZwY204Z2NYVmxjbThnZG1WeUwwTnBabkpoTG5Ca1pnPT0ucGRm
031f	sem_louvor	·	criar_praise	Cifra	Proclamamos tua glória				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVISnZZMnhoYldGdGIzTWdkSFZoSUdkc3c3TnlhV0V2UTJsbWNtRXVjR1JtLnBkZg==
0321	faltante	·	adicionar_material	Cifra	Proclame a glória do Senhor		nome	5240e81d	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVISnZZMnhoYldVZ1lTQm5iTU96Y21saElHUnZJRk5sYm1odmNpOURhV1p5WVM1d1pHWT0ucGRm
0322	sem_louvor	·	criar_praise	Cifra	Profecia				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVISnZabVZqYVdFdlEybG1jbUV1Y0dSbS5wZGY=
0323	sem_louvor	·	criar_praise	Cifra	Promessas				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVISnZiV1Z6YzJGekwwTnBabkpoTG5Ca1pnPT0ucGRm
0324	ambiguo	✓	manter_coldigom	Partitura	Pátria Minha		num	9d807e22	Manter do Coldigom	QXZ1bHNvcy83NDkucGRm
0325	media	·	nao_levar	Cifra	Pés divinos		num+slug+kind-unico	982df145	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVNT3BjeUJrYVhacGJtOXpMME5wWm5KaExuQmtaZz09LnBkZg==
0326	faltante	✓	adicionar_material	Cifra	Põe-me como selo		nome	072836e3	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVNTzFaUzF0WlNCamIyMXZJSE5sYkc4dlEybG1jbUV1Y0dSbS5wZGY=
0327	media	✓	nao_levar	Cifra	Qual foi o preço		num+slug+kind-unico	da714e15	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhiQ0JtYjJrZ2J5QndjbVhEcDI4dlEybG1jbUV1Y0dSbS5wZGY=
0328	media	·	nao_levar	Cifra	Quando Jesus aparecer		nome~+kind-unico	c939aee1	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUVwbGMzVnpJR0Z3WVhKbFkyVnlMME5wWm5KaExuQmtaZz09LnBkZg==
032d	ambiguo	✓	(sem texto)	Partitura	Quando a Angústia Vem (As Lágrimas Falam)		nome~	56bf97bb		QXZ1bHNvcy83OTgucGRm
032f	media	✓	adicionar_junto_com	Cifra	Quando ao fim da jornada		nome~	2d1172c2	adicionar como Cifra junto com 0330	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUdGdklHWnBiU0JrWVNCcWIzSnVZV1JoTDBOcFpuSmhMbkJrWmc9PS5wZGY=
0331	media	·	nao_levar	Cifra	Quando chego em tua casa		nome+kind-unico	2e095bcf	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUdOb1pXZHZJR1Z0SUhSMVlTQmpZWE5oTDBOcFpuSmhMbkJrWmc9PS5wZGY=
0332	faltante	✓	adicionar_junto_com	Cifra	Quando dobro os joelhos		nome	226312d1	adicionar como Cifra junto com 0334	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUdSdlluSnZJRzl6SUdwdlpXeG9iM012UTJsbWNtRXVjR1JtLnBkZg==
0333	media	✓	nao_levar	Cifra	Quando entrei neste lugar		num+slug+kind-unico	fc0473b4	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUdWdWRISmxhU0J1WlhOMFpTQnNkV2RoY2k5RGFXWnlZUzV3WkdZPS5wZGY=
0334	media	✓	(sem texto)	Partitura	Quando eu Tenho Sede de Ti (Quando Dobro os Joelhos)		hash-so	226312d1		QXZ1bHNvcy84MDIucGRm
0335	media	✗	criar_praise	Cifra	Quando eu te conheci		nome~+kind-unico	c1d4be1f	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUdWMUlIUmxJR052Ym1obFkya3ZRMmxtY21FdWNHUm0ucGRm
0336	media	✓	adicionar_material	Cifra	Quando o Senhor me convocou		nome~	1eb43d94	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUc4Z1UyVnVhRzl5SUcxbElHTnZiblp2WTI5MUwwTnBabkpoTG5Ca1pnPT0ucGRm
0337	media	✗	criar_praise	Partitura	Quando o Senhor me convocou		nome~	1eb43d94	Criar praise e adicionar como Choir e tag PES e Avulsos	YXNzZXRzL1BFUy9RdWFuZG8gbyBTZW5ob3IgTWUgQ29udm9jb3UgLSBDb3JvLnBkZg
0338	sem_louvor	·	criar_praise	Cifra	Quando o meu Senhor voltar				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUc4Z2JXVjFJRk5sYm1odmNpQjJiMngwWVhJdlEybG1jbUV1Y0dSbS5wZGY=
0339	sem_louvor	·	criar_praise	Cifra	Quando os sonhos				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUc5eklITnZibWh2Y3k5RGFXWnlZUzV3WkdZPS5wZGY=
033a	ambiguo	✓	nao_levar	Cifra	Quando será		num	951b5c66	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUhObGNzT2hMME5wWm5KaExuQmtaZz09LnBkZg==
033b	media	·	adicionar_material	Cifra	Quando só me encontrar		nome~	f95e3070	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUhQRHN5QnRaU0JsYm1OdmJuUnlZWEl2UTJsbWNtRXVjR1JtLnBkZg==
033c	sem_louvor	·	criar_praise	Cifra	Quando vivias tão longe de mim				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhibVJ2SUhacGRtbGhjeUIwdzZOdklHeHZibWRsSUdSbElHMXBiUzlEYVdaeVlTNXdaR1k9LnBkZg==
033e	media	✓	(sem texto)	Partitura	Quanto Anseio Encontrar Jesus (Feridas)		hash-so	1a70bc66		QXZ1bHNvcy8xMDg5LnBkZg==
033f	media	·	manter_coldigom	Cifra	Quanto tempo faz que você não ora		nome~+kind-unico	0093e325	Manter a do Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmhiblJ2SUhSbGJYQnZJR1poZWlCeGRXVWdkbTlqdzZvZ2JzT2pieUJ2Y21FdlEybG1jbUV1Y0dSbS5wZGY=
0341	sem_louvor	·	descartar	Partitura	Quarteto				excluir esse material, pois está em branco.	QXZ1bHNvcy8xMDU3LnBkZg==
0343	media	✓	nao_levar	Partitura	Que Consolação		num+kind-unico	cff4104a	Não precisa levar	QXZ1bHNvcy84MjgucGRm
0344	media	✓	(sem texto)	Partitura	Que Deus Te Abençoe (Bênção)		hash-so	f3d663c5		QXZ1bHNvcy8xMzUucGRm
0346	ambiguo	✓	(sem texto)	Partitura	Que Grande Reunião (Jesus De Nazaré)		nome~	7c97e525		QXZ1bHNvcy8xMTAzLnBkZg==
0348	faltante	·	adicionar_material	Cifra	Que amor é esse		nome	291c4e65	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxJR0Z0YjNJZ3c2a2daWE56WlM5RGFXWnlZUzV3WkdZPS5wZGY=
0349	sem_louvor	·	criar_praise	Cifra	Que dia feliz				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxJR1JwWVNCbVpXeHBlaTlEYVdaeVlTNXdaR1k9LnBkZg==
034a	sem_louvor	·	criar_praise	Cifra	Que diremos pois				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxJR1JwY21WdGIzTWdjRzlwY3k5RGFXWnlZUzV3WkdZPS5wZGY=
034b	sem_louvor	·	criar_praise	Cifra	Que o amor cresça sempre				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxJRzhnWVcxdmNpQmpjbVZ6dzZkaElITmxiWEJ5WlM5RGFXWnlZUzV3WkdZPS5wZGY=
034c	sem_louvor	·	criar_praise	Cifra	Que o amor perdure sempre				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxJRzhnWVcxdmNpQndaWEprZFhKbElITmxiWEJ5WlM5RGFXWnlZUzV3WkdZPS5wZGY=
034d	ambiguo	✓	(sem texto)	Partitura	Quem Sou Eu Senhor (Vaso de Alabastro)		nome	855aef91		QXZ1bHNvcy84NDcucGRm
0350	sem_louvor	·	criar_praise	Cifra	Quem pode livrar				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxiU0J3YjJSbElHeHBkbkpoY2k5RGFXWnlZUzV3WkdZPS5wZGY=
0351	sem_louvor	·	criar_praise	Cifra	Quem sabe				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxiU0J6WVdKbEwwTnBabkpoTG5Ca1pnPT0ucGRm
0352	ambiguo	✓	nao_levar	Cifra	Quem sou eu Senhor		num	fb940dbd	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxiU0J6YjNVZ1pYVWdVMlZ1YUc5eUwwTnBabkpoTG5Ca1pnPT0ucGRm
0353	media	·	manter_coldigom	Cifra	Quem sou eu, Senhor		nome+kind-unico	855aef91	manter a versão do Coldigom	YXNzZXRzL0F2dWxzb3MgRGl2ZXJzb3MvUVdScFkybHZibUZrYjNNdlVYVmxiU0J6YjNVZ1pYVXNJRk5sYm1odmNpOURhV1p5WVM1d1pHWT0ucGRm
0354	ambiguo	✓	(sem texto)	Partitura	Quem sou eu, Senhor (Vaso de Alabastro)		nome	855aef91		QXZ1bHNvcy9EcExJQ00gLSBRdWVtIHNvdSBldSBTZW5ob3IgKFZhc28gZGUgQWxhYmFzdHJvKSAtIENPUk8ucGRm
0355	faltante	✓	adicionar_material	Cifra	Quem são estes de brancos vestidos		nome	f8be77a5	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxiU0J6dzZOdklHVnpkR1Z6SUdSbElHSnlZVzVqYjNNZ2RtVnpkR2xrYjNNdlEybG1jbUV1Y0dSbS5wZGY=
035a	media	✓	adicionar_material	Cifra	Quem é este povo		nome~	618185ad	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxiU0REcVNCbGMzUmxJSEJ2ZG04dlEybG1jbUV1Y0dSbS5wZGY=
035b	sem_louvor	·	criar_praise	Cifra	Quem é este que vem com suas vestes				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxiU0REcVNCbGMzUmxJSEYxWlNCMlpXMGdZMjl0SUhOMVlYTWdkbVZ6ZEdWekwwTnBabkpoTG5Ca1pnPT0ucGRm
035c	sem_louvor	✓	criar_praise	Partitura	Queres saber como ao céu chegar (Jesus é a porta)				Criar praise e adicionar como Choir	MDYxMTIwMjUvUXVlcmVzIHNhYmVyIGNvbW8gYW8gY8OpdSBjaGVnYXIgKEplc3VzIMOpIGEgcG9ydGEpL1BhcnRpdHVyYS5wZGY=
035d	media	✓	(sem texto)	Partitura	Quero Buscar (Ó Senhor, Vem Me Dirigir)		hash-so	be318f97		QXZ1bHNvcy8xMTMwLnBkZg==
035e	ambiguo	✗	criar_praise	Cifra	Quero amar-te		nome~	22261c8e	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxjbThnWVcxaGNpMTBaUzlEYVdaeVlTNXdaR1k9LnBkZg==
035f	sem_louvor	·	criar_praise	Cifra	Quero buscar e pedir ao Senhor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxjbThnWW5WelkyRnlJR1VnY0dWa2FYSWdZVzhnVTJWdWFHOXlMME5wWm5KaExuQmtaZz09LnBkZg==
0360	sem_louvor	·	criar_praise	Cifra	Quero crer				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYVmxjbThnWTNKbGNpOURhV1p5WVM1d1pHWT0ucGRm
0363	ambiguo	✓	(sem texto)	Partitura	Quão Grande Amor (Vigiai)		nome	de8cc0a9		QXZ1bHNvcy83OTIucGRm
0364	faltante	·	adicionar_junto_com	Cifra	Quão grande amor		nome	834d467b	adicionar como Cifra junto com 0363	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYWERvMjhnWjNKaGJtUmxJR0Z0YjNJdlEybG1jbUV1Y0dSbS5wZGY=
0365	sem_louvor	·	criar_praise	Cifra	Quão grande é o meu Deus				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYWERvMjhnWjNKaGJtUmxJTU9wSUc4Z2JXVjFJRVJsZFhNdlEybG1jbUV1Y0dSbS5wZGY=
0366	sem_louvor	·	criar_praise	Cifra	Quão sublime é este amor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVYWERvMjhnYzNWaWJHbHRaU0REcVNCbGMzUmxJR0Z0YjNJdlEybG1jbUV1Y0dSbS5wZGY=
0367	media	✓	(sem texto)	Partitura	Recebi de ti, Senhor (Abba Pai)		hash-so	ea7992fd		MDYxMTIwMjUvUmVjZWJpIGRlIHRpLCBTZW5ob3IgKEFiYmEgUGFpKS9QYXJ0aXR1cmEucGRm
0369	media	✓	(sem texto)	Partitura	Refúgio Verdadeiro		nome+kind-unico	877c38e8		QXZ1bHNvcy84NTMucGRm
036a	faltante	✓	adicionar_material	Cifra	Refúgio verdadeiro		nome	877c38e8	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtVm13N3BuYVc4Z2RtVnlaR0ZrWldseWJ5OURhV1p5WVM1d1pHWT0ucGRm
036b	ambiguo	✓	nao_levar	Cifra	Regozijai-vos		num+slug		Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtVm5iM3BwYW1GcExYWnZjeTlEYVdaeVlTNXdaR1k9LnBkZg==
036c	ambiguo	✓	(sem texto)	Partitura	Regozijai-vos		num+slug			QXZ1bHNvcy84NTYucGRm
036d	sem_louvor	·	criar_praise	Cifra	Reina o Senhor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtVnBibUVnYnlCVFpXNW9iM0l2UTJsbWNtRXVjR1JtLnBkZg==
036e	sem_louvor	·	criar_praise	Cifra	Renova-me				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtVnViM1poTFcxbEwwTnBabkpoTG5Ca1pnPT0ucGRm
036f	ambiguo	✗	criar_praise	Cifra	Resgatado fui		nome~	b4bd5cf7	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtVnpaMkYwWVdSdklHWjFhUzlEYVdaeVlTNXdaR1k9LnBkZg==
0370	ambiguo	·	nao_levar	Cifra	Resplandece oh Jerusalém		nome~+classe		Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtVnpjR3hoYm1SbFkyVWdiMmdnU21WeWRYTmhiTU9wYlM5RGFXWnlZUzV3WkdZPS5wZGY=
0372	faltante	·	adicionar_junto_com	Cifra	Restaura		nome	c3e05813	adicionar como Cifra junto com 0373	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtVnpkR0YxY21FdlEybG1jbUV1Y0dSbS5wZGY=
0374	sem_louvor	·	criar_praise	Cifra	Revelação de Jesus Cristo				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtVjJaV3hodzZmRG8yOGdaR1VnU21WemRYTWdRM0pwYzNSdkwwTnBabkpoTG5Ca1pnPT0ucGRm
0375	ambiguo	✓	manter_coldigom	Cifra	Rocha Eterna		num	81df3c3f	Mantenha do Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtOWphR0VnUlhSbGNtNWhMME5wWm5KaExuQmtaZz09LnBkZg==
0376	media	✓	nao_levar	Partitura	Rochedo Forte		num+kind-unico	4b2e3055	Não precisa levar	QXZ1bHNvcy84NjcucGRm
0377	sem_louvor	·	criar_praise	Cifra	Rompendo em fé				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtOXRjR1Z1Wkc4Z1pXMGdac09wTDBOcFpuSmhMbkJrWmc9PS5wZGY=
0378	media	·	manter_coldigom	Cifra	Rosa vermelha		num+slug+kind-unico	4f3375f0	Manter a versão do Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVtOXpZU0IyWlhKdFpXeG9ZUzlEYVdaeVlTNXdaR1k9LnBkZg==
0379	media	·	nao_levar	Cifra	Sabe filho		num+slug+kind-unico	02509208	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyRmlaU0JtYVd4b2J5OURhV1p5WVM1d1pHWT0ucGRm
037a	faltante	·	adicionar_material	Cifra	Salmo 150		nome	5000de1f	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyRnNiVzhnTVRVd0wwTnBabkpoTG5Ca1pnPT0ucGRm
037b	media	✓	(sem texto)	Partitura	Salmo 150		nome+kind-unico	5000de1f		QXZ1bHNvcy84OTYucGRm
037d	ambiguo	✓	(sem texto)	Partitura	Salmo 91		num+slug	9bc8bfee		QXZ1bHNvcy84ODkucGRm
037f	media	✗	criar_praise	Cifra	Salmos 23 (O Senhor é o meu Pastor)		nome~+classe	edfa2a86	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyRnNiVzl6SURJeklDaFBJRk5sYm1odmNpRERxU0J2SUcxbGRTQlFZWE4wYjNJcEwwTnBabkpoTG5Ca1pnPT0ucGRm
0380	sem_louvor	·	criar_praise	Cifra	Salmos 23 (Poesia de Davi)				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyRnNiVzl6SURJeklDaFFiMlZ6YVdFZ1pHVWdSR0YyYVNrdlEybG1jbUV1Y0dSbS5wZGY=
0381	media	✗	criar_praise	Cifra	Salmus (Eu cantarei ao meu Senhor)		nome~	9c0124bd	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyRnNiWFZ6SUNoRmRTQmpZVzUwWVhKbGFTQmhieUJ0WlhVZ1UyVnVhRzl5S1M5RGFXWnlZUzV3WkdZPS5wZGY=
0382	media	✓	(sem texto)	Partitura	Salvo de Graça		nome+kind-unico	b0995ded		QXZ1bHNvcy85MDYucGRm
0383	faltante	✓	adicionar_material	Cifra	Salvo de graça		nome	b0995ded	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyRnNkbThnWkdVZ1ozSmh3NmRoTDBOcFpuSmhMbkJrWmc9PS5wZGY=
0384	sem_louvor	✓	criar_praise	Cifra	Sangue precioso				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyRnVaM1ZsSUhCeVpXTnBiM052TDBOcFpuSmhMbkJrWmc9PS5wZGY=
0385	faltante	✓	adicionar_material	Cifra	Sansão		nome	d04f0ed9	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyRnVjOE9qYnk5RGFXWnlZUzV3WkdZPS5wZGY=
0386	media	✓	adicionar_material	Partitura	Sansão		nome+kind-unico	d04f0ed9	Adicionar como Choir	QXZ1bHNvcy85MDcucGRm
0387	faltante	✓	adicionar_material	Cifra	Santo Deus dos exércitos		nome	6539ebdf	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyRnVkRzhnUkdWMWN5QmtiM01nWlhqRHFYSmphWFJ2Y3k5RGFXWnlZUzV3WkdZPS5wZGY=
0389	ambiguo	✗	criar_praise	Cifra	Santo é Senhor		nome~+classe	dbf57c8c	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyRnVkRzhndzZrZ1UyVnVhRzl5TDBOcFpuSmhMbkJrWmc9PS5wZGY=
038a	media	✓	adicionar_material	Partitura	Santo é Seu Nome		num+kind-unico	5ffc1838	Crie esse material kind como Choir	QXZ1bHNvcy85MTEucGRm
038b	media	✓	(sem texto)	Partitura	Santo, Deus dos exércitos		nome+kind-unico	6539ebdf		QXZ1bHNvcy85MTQucGRm
038d	ambiguo	✓	adicionar_material	Partitura	Saudai o Nome de Jesus		num	c2c678ad	Adicionar como Choir	MjYxMTIwMjUvU2F1ZGFpIG8gTm9tZSBkZSBKZXN1cy5wZGY=
038e	media	✓	(sem texto)	Partitura	Se Da Vida As Vagas (Conta As Bênçãos)		hash-so	623dc416		QXZ1bHNvcy8xOTMucGRm
038f	sem_louvor	·	criar_praise	Cifra	Se Jesus não morresse				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyVWdTbVZ6ZFhNZ2JzT2pieUJ0YjNKeVpYTnpaUzlEYVdaeVlTNXdaR1k9LnBkZg==
0393	ambiguo	✗	criar_praise	Cifra	Se as ondas		nome~	42663e2f	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyVWdZWE1nYjI1a1lYTXZRMmxtY21FdWNHUm0ucGRm
0394	faltante	✓	adicionar_material	Cifra	Se confessarmos		num+slug	ffad139d	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyVWdZMjl1Wm1WemMyRnliVzl6TDBOcFpuSmhMbkJrWmc9PS5wZGY=
0395	ambiguo	✗	criar_praise	Cifra	Se confiares no Senhor		nome~	d4ea440a	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyVWdZMjl1Wm1saGNtVnpJRzV2SUZObGJtaHZjaTlEYVdaeVlTNXdaR1k9LnBkZg==
0396	sem_louvor	·	criar_praise	Cifra	Se eu disser que para mim				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyVWdaWFVnWkdsemMyVnlJSEYxWlNCd1lYSmhJRzFwYlM5RGFXWnlZUzV3WkdZPS5wZGY=
0397	sem_louvor	·	criar_praise	Cifra	Se na luta estiver				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlUyVWdibUVnYkhWMFlTQmxjM1JwZG1WeUwwTnBabkpoTG5Ca1pnPT0ucGRm
